Column3,Column4,Height (ft),Column7,Date_Time
2/12/2021,9:45:00 PM,1.97,2145,02/12/2021 2145
2/12/2021,10:00:00 PM,1.97,2200,02/12/2021 2200
2/12/2021,10:15:00 PM,1.98,2215,02/12/2021 2215
2/12/2021,10:30:00 PM,1.98,2230,02/12/2021 2230
2/12/2021,10:45:00 PM,1.98,2245,02/12/2021 2245
2/12/2021,11:00:00 PM,1.98,2300,02/12/2021 2300
2/12/2021,11:15:00 PM,1.99,2315,02/12/2021 2315
2/12/2021,11:30:00 PM,1.99,2330,02/12/2021 2330
2/12/2021,11:45:00 PM,1.99,2345,02/12/2021 2345
2/13/2021,12:00:00 AM,1.99,0,02/13/2021 0000
2/13/2021,12:15:00 AM,2,15,02/13/2021 0015
2/13/2021,12:30:00 AM,2.01,30,02/13/2021 0030
2/13/2021,12:45:00 AM,2.01,45,02/13/2021 0045
2/13/2021,1:00:00 AM,2.01,100,02/13/2021 0100
2/13/2021,1:15:00 AM,2.02,115,02/13/2021 0115
2/13/2021,1:30:00 AM,2.02,130,02/13/2021 0130
2/13/2021,1:45:00 AM,2.02,145,02/13/2021 0145
2/13/2021,2:00:00 AM,2.02,200,02/13/2021 0200
2/13/2021,2:15:00 AM,2.02,215,02/13/2021 0215
2/13/2021,2:30:00 AM,2.03,230,02/13/2021 0230
2/13/2021,2:45:00 AM,2.02,245,02/13/2021 0245
2/13/2021,3:00:00 AM,2.02,300,02/13/2021 0300
2/13/2021,3:15:00 AM,2.01,315,02/13/2021 0315
2/13/2021,3:30:00 AM,2.01,330,02/13/2021 0330
2/13/2021,3:45:00 AM,2.02,345,02/13/2021 0345
2/13/2021,4:00:00 AM,2.02,400,02/13/2021 0400
2/13/2021,4:15:00 AM,2.01,415,02/13/2021 0415
2/13/2021,4:30:00 AM,2.02,430,02/13/2021 0430
2/13/2021,4:45:00 AM,2.01,445,02/13/2021 0445
2/13/2021,5:00:00 AM,2.01,500,02/13/2021 0500
2/13/2021,5:15:00 AM,2.01,515,02/13/2021 0515
2/13/2021,5:30:00 AM,2.01,530,02/13/2021 0530
2/13/2021,5:45:00 AM,2.01,545,02/13/2021 0545
2/13/2021,6:00:00 AM,2.01,600,02/13/2021 0600
2/13/2021,6:15:00 AM,2,615,02/13/2021 0615
2/13/2021,6:30:00 AM,2.01,630,02/13/2021 0630
2/13/2021,6:45:00 AM,2.01,645,02/13/2021 0645
2/13/2021,7:00:00 AM,2.01,700,02/13/2021 0700
2/13/2021,7:15:00 AM,2.01,715,02/13/2021 0715
2/13/2021,7:30:00 AM,2,730,02/13/2021 0730
2/13/2021,7:45:00 AM,2,745,02/13/2021 0745
2/13/2021,8:00:00 AM,2,800,02/13/2021 0800
2/13/2021,8:15:00 AM,2.01,815,02/13/2021 0815
2/13/2021,8:30:00 AM,2.01,830,02/13/2021 0830
2/13/2021,8:45:00 AM,2,845,02/13/2021 0845
2/13/2021,9:00:00 AM,2.01,900,02/13/2021 0900
2/13/2021,9:15:00 AM,2.01,915,02/13/2021 0915
2/13/2021,9:30:00 AM,2.01,930,02/13/2021 0930
2/13/2021,9:45:00 AM,2.01,945,02/13/2021 0945
2/13/2021,10:00:00 AM,2.02,1000,02/13/2021 1000
2/13/2021,10:15:00 AM,2.02,1015,02/13/2021 1015
2/13/2021,10:30:00 AM,2.01,1030,02/13/2021 1030
2/13/2021,10:45:00 AM,2.01,1045,02/13/2021 1045
2/13/2021,11:00:00 AM,2.01,1100,02/13/2021 1100
2/13/2021,11:15:00 AM,2.02,1115,02/13/2021 1115
2/13/2021,11:30:00 AM,2.01,1130,02/13/2021 1130
2/13/2021,11:45:00 AM,2.02,1145,02/13/2021 1145
2/13/2021,12:00:00 PM,2.01,1200,02/13/2021 1200
2/13/2021,12:15:00 PM,2.02,1215,02/13/2021 1215
2/13/2021,12:30:00 PM,2.02,1230,02/13/2021 1230
2/13/2021,12:45:00 PM,2.02,1245,02/13/2021 1245
2/13/2021,1:00:00 PM,2.02,1300,02/13/2021 1300
2/13/2021,1:15:00 PM,2.02,1315,02/13/2021 1315
2/13/2021,1:30:00 PM,2.02,1330,02/13/2021 1330
2/13/2021,1:45:00 PM,2.02,1345,02/13/2021 1345
2/13/2021,2:00:00 PM,2.02,1400,02/13/2021 1400
2/13/2021,2:15:00 PM,2.02,1415,02/13/2021 1415
2/13/2021,2:30:00 PM,2.02,1430,02/13/2021 1430
2/13/2021,2:45:00 PM,2.02,1445,02/13/2021 1445
2/13/2021,3:00:00 PM,2.02,1500,02/13/2021 1500
2/13/2021,3:15:00 PM,2.02,1515,02/13/2021 1515
2/13/2021,3:30:00 PM,2.02,1530,02/13/2021 1530
2/13/2021,3:45:00 PM,2.02,1545,02/13/2021 1545
2/13/2021,4:00:00 PM,2.02,1600,02/13/2021 1600
2/13/2021,4:15:00 PM,2.02,1615,02/13/2021 1615
2/13/2021,4:30:00 PM,2.02,1630,02/13/2021 1630
2/13/2021,4:45:00 PM,2.02,1645,02/13/2021 1645
2/13/2021,5:00:00 PM,2.02,1700,02/13/2021 1700
2/13/2021,5:15:00 PM,2.02,1715,02/13/2021 1715
2/13/2021,5:30:00 PM,2.02,1730,02/13/2021 1730
2/13/2021,5:45:00 PM,2.02,1745,02/13/2021 1745
2/13/2021,6:00:00 PM,2.02,1800,02/13/2021 1800
2/13/2021,6:15:00 PM,2.02,1815,02/13/2021 1815
2/13/2021,6:30:00 PM,2.02,1830,02/13/2021 1830
2/13/2021,6:45:00 PM,2.02,1845,02/13/2021 1845
2/13/2021,7:00:00 PM,2.02,1900,02/13/2021 1900
2/13/2021,7:15:00 PM,2.02,1915,02/13/2021 1915
2/13/2021,7:30:00 PM,2.02,1930,02/13/2021 1930
2/13/2021,7:45:00 PM,2.01,1945,02/13/2021 1945
2/13/2021,8:00:00 PM,2.01,2000,02/13/2021 2000
2/13/2021,8:15:00 PM,2.01,2015,02/13/2021 2015
2/13/2021,8:30:00 PM,2.01,2030,02/13/2021 2030
2/13/2021,8:45:00 PM,2.01,2045,02/13/2021 2045
2/13/2021,9:00:00 PM,2.01,2100,02/13/2021 2100
2/13/2021,9:15:00 PM,2.01,2115,02/13/2021 2115
2/13/2021,9:30:00 PM,2,2130,02/13/2021 2130
2/13/2021,9:45:00 PM,2,2145,02/13/2021 2145
2/13/2021,10:00:00 PM,2.01,2200,02/13/2021 2200
2/13/2021,10:15:00 PM,2,2215,02/13/2021 2215
2/13/2021,10:30:00 PM,2.01,2230,02/13/2021 2230
2/13/2021,10:45:00 PM,2,2245,02/13/2021 2245
2/13/2021,11:00:00 PM,2,2300,02/13/2021 2300
2/13/2021,11:15:00 PM,2,2315,02/13/2021 2315
2/13/2021,11:30:00 PM,2.01,2330,02/13/2021 2330
2/13/2021,11:45:00 PM,2.01,2345,02/13/2021 2345
2/14/2021,12:00:00 AM,2.01,0,02/14/2021 0000
2/14/2021,12:15:00 AM,2.01,15,02/14/2021 0015
2/14/2021,12:30:00 AM,2.01,30,02/14/2021 0030
2/14/2021,12:45:00 AM,2.01,45,02/14/2021 0045
2/14/2021,1:00:00 AM,2.01,100,02/14/2021 0100
2/14/2021,1:15:00 AM,2,115,02/14/2021 0115
2/14/2021,1:30:00 AM,2,130,02/14/2021 0130
2/14/2021,1:45:00 AM,2,145,02/14/2021 0145
2/14/2021,2:00:00 AM,2.01,200,02/14/2021 0200
2/14/2021,2:15:00 AM,2,215,02/14/2021 0215
2/14/2021,2:30:00 AM,2,230,02/14/2021 0230
2/14/2021,2:45:00 AM,2,245,02/14/2021 0245
2/14/2021,3:00:00 AM,2,300,02/14/2021 0300
2/14/2021,3:15:00 AM,2,315,02/14/2021 0315
2/14/2021,3:30:00 AM,2,330,02/14/2021 0330
2/14/2021,3:45:00 AM,2,345,02/14/2021 0345
2/14/2021,4:00:00 AM,2,400,02/14/2021 0400
2/14/2021,4:15:00 AM,2,415,02/14/2021 0415
2/14/2021,4:30:00 AM,2.01,430,02/14/2021 0430
2/14/2021,4:45:00 AM,2,445,02/14/2021 0445
2/14/2021,5:00:00 AM,2.01,500,02/14/2021 0500
2/14/2021,5:15:00 AM,2.01,515,02/14/2021 0515
2/14/2021,5:30:00 AM,2.01,530,02/14/2021 0530
2/14/2021,5:45:00 AM,2,545,02/14/2021 0545
2/14/2021,6:00:00 AM,2.01,600,02/14/2021 0600
2/14/2021,6:15:00 AM,2.01,615,02/14/2021 0615
2/14/2021,6:30:00 AM,2.01,630,02/14/2021 0630
2/14/2021,6:45:00 AM,2,645,02/14/2021 0645
2/14/2021,7:00:00 AM,2,700,02/14/2021 0700
2/14/2021,7:15:00 AM,2,715,02/14/2021 0715
2/14/2021,7:30:00 AM,2,730,02/14/2021 0730
2/14/2021,7:45:00 AM,2,745,02/14/2021 0745
2/14/2021,8:00:00 AM,2,800,02/14/2021 0800
2/14/2021,8:15:00 AM,2,815,02/14/2021 0815
2/14/2021,8:30:00 AM,2,830,02/14/2021 0830
2/14/2021,8:45:00 AM,2.01,845,02/14/2021 0845
2/14/2021,9:00:00 AM,2.01,900,02/14/2021 0900
2/14/2021,9:15:00 AM,2.01,915,02/14/2021 0915
2/14/2021,9:30:00 AM,2.01,930,02/14/2021 0930
2/14/2021,9:45:00 AM,2.01,945,02/14/2021 0945
2/14/2021,10:00:00 AM,2.01,1000,02/14/2021 1000
2/14/2021,10:15:00 AM,2,1015,02/14/2021 1015
2/14/2021,10:30:00 AM,2,1030,02/14/2021 1030
2/14/2021,10:45:00 AM,2.01,1045,02/14/2021 1045
2/14/2021,11:00:00 AM,2.02,1100,02/14/2021 1100
2/14/2021,11:15:00 AM,2.02,1115,02/14/2021 1115
2/14/2021,11:30:00 AM,2.03,1130,02/14/2021 1130
2/14/2021,11:45:00 AM,2.04,1145,02/14/2021 1145
2/14/2021,12:00:00 PM,2.05,1200,02/14/2021 1200
2/14/2021,12:15:00 PM,2.05,1215,02/14/2021 1215
2/14/2021,12:30:00 PM,2.06,1230,02/14/2021 1230
2/14/2021,12:45:00 PM,2.07,1245,02/14/2021 1245
2/14/2021,1:00:00 PM,2.08,1300,02/14/2021 1300
2/14/2021,1:15:00 PM,2.09,1315,02/14/2021 1315
2/14/2021,1:30:00 PM,2.1,1330,02/14/2021 1330
2/14/2021,1:45:00 PM,2.1,1345,02/14/2021 1345
2/14/2021,2:00:00 PM,2.11,1400,02/14/2021 1400
2/14/2021,2:15:00 PM,2.11,1415,02/14/2021 1415
2/14/2021,2:30:00 PM,2.12,1430,02/14/2021 1430
2/14/2021,2:45:00 PM,2.12,1445,02/14/2021 1445
2/14/2021,3:00:00 PM,2.11,1500,02/14/2021 1500
2/14/2021,3:15:00 PM,2.11,1515,02/14/2021 1515
2/14/2021,3:30:00 PM,2.11,1530,02/14/2021 1530
2/14/2021,3:45:00 PM,2.11,1545,02/14/2021 1545
2/14/2021,4:00:00 PM,2.12,1600,02/14/2021 1600
2/14/2021,4:15:00 PM,2.12,1615,02/14/2021 1615
2/14/2021,4:30:00 PM,2.12,1630,02/14/2021 1630
2/14/2021,4:45:00 PM,2.12,1645,02/14/2021 1645
2/14/2021,5:00:00 PM,2.12,1700,02/14/2021 1700
2/14/2021,5:15:00 PM,2.13,1715,02/14/2021 1715
2/14/2021,5:30:00 PM,2.12,1730,02/14/2021 1730
2/14/2021,5:45:00 PM,2.13,1745,02/14/2021 1745
2/14/2021,6:00:00 PM,2.13,1800,02/14/2021 1800
2/14/2021,6:15:00 PM,2.13,1815,02/14/2021 1815
2/14/2021,6:30:00 PM,2.12,1830,02/14/2021 1830
2/14/2021,6:45:00 PM,2.12,1845,02/14/2021 1845
2/14/2021,7:00:00 PM,2.12,1900,02/14/2021 1900
2/14/2021,7:15:00 PM,2.13,1915,02/14/2021 1915
2/14/2021,7:30:00 PM,2.13,1930,02/14/2021 1930
2/14/2021,7:45:00 PM,2.14,1945,02/14/2021 1945
2/14/2021,8:00:00 PM,2.15,2000,02/14/2021 2000
2/14/2021,8:15:00 PM,2.16,2015,02/14/2021 2015
2/14/2021,8:30:00 PM,2.17,2030,02/14/2021 2030
2/14/2021,8:45:00 PM,2.18,2045,02/14/2021 2045
2/14/2021,9:00:00 PM,2.2,2100,02/14/2021 2100
2/14/2021,9:15:00 PM,2.22,2115,02/14/2021 2115
2/14/2021,9:30:00 PM,2.22,2130,02/14/2021 2130
2/14/2021,9:45:00 PM,2.23,2145,02/14/2021 2145
2/14/2021,10:00:00 PM,2.24,2200,02/14/2021 2200
2/14/2021,10:15:00 PM,2.24,2215,02/14/2021 2215
2/14/2021,10:30:00 PM,2.23,2230,02/14/2021 2230
2/14/2021,10:45:00 PM,2.24,2245,02/14/2021 2245
2/14/2021,11:00:00 PM,2.25,2300,02/14/2021 2300
2/14/2021,11:15:00 PM,2.25,2315,02/14/2021 2315
2/14/2021,11:30:00 PM,2.25,2330,02/14/2021 2330
2/14/2021,11:45:00 PM,2.26,2345,02/14/2021 2345
2/15/2021,12:00:00 AM,2.26,0,02/15/2021 0000
2/15/2021,12:15:00 AM,2.26,15,02/15/2021 0015
2/15/2021,12:30:00 AM,2.25,30,02/15/2021 0030
2/15/2021,12:45:00 AM,2.25,45,02/15/2021 0045
2/15/2021,1:00:00 AM,2.25,100,02/15/2021 0100
2/15/2021,1:15:00 AM,2.25,115,02/15/2021 0115
2/15/2021,1:30:00 AM,2.25,130,02/15/2021 0130
2/15/2021,1:45:00 AM,2.25,145,02/15/2021 0145
2/15/2021,2:00:00 AM,2.25,200,02/15/2021 0200
2/15/2021,2:15:00 AM,2.25,215,02/15/2021 0215
2/15/2021,2:30:00 AM,2.25,230,02/15/2021 0230
2/15/2021,2:45:00 AM,2.25,245,02/15/2021 0245
2/15/2021,3:00:00 AM,2.25,300,02/15/2021 0300
2/15/2021,3:15:00 AM,2.26,315,02/15/2021 0315
2/15/2021,3:30:00 AM,2.26,330,02/15/2021 0330
2/15/2021,3:45:00 AM,2.26,345,02/15/2021 0345
2/15/2021,4:00:00 AM,2.25,400,02/15/2021 0400
2/15/2021,4:15:00 AM,2.24,415,02/15/2021 0415
2/15/2021,4:30:00 AM,2.24,430,02/15/2021 0430
2/15/2021,4:45:00 AM,2.25,445,02/15/2021 0445
2/15/2021,5:00:00 AM,2.25,500,02/15/2021 0500
2/15/2021,5:15:00 AM,2.24,515,02/15/2021 0515
2/15/2021,5:30:00 AM,2.24,530,02/15/2021 0530
2/15/2021,5:45:00 AM,2.24,545,02/15/2021 0545
2/15/2021,6:00:00 AM,2.25,600,02/15/2021 0600
2/15/2021,6:15:00 AM,2.25,615,02/15/2021 0615
2/15/2021,6:30:00 AM,2.24,630,02/15/2021 0630
2/15/2021,6:45:00 AM,2.24,645,02/15/2021 0645
2/15/2021,7:00:00 AM,2.24,700,02/15/2021 0700
2/15/2021,7:15:00 AM,2.24,715,02/15/2021 0715
2/15/2021,7:30:00 AM,2.24,730,02/15/2021 0730
2/15/2021,7:45:00 AM,2.24,745,02/15/2021 0745
2/15/2021,8:00:00 AM,2.24,800,02/15/2021 0800
2/15/2021,8:15:00 AM,2.25,815,02/15/2021 0815
2/15/2021,8:30:00 AM,2.25,830,02/15/2021 0830
2/15/2021,8:45:00 AM,2.25,845,02/15/2021 0845
2/15/2021,9:00:00 AM,2.26,900,02/15/2021 0900
2/15/2021,9:15:00 AM,2.26,915,02/15/2021 0915
2/15/2021,9:30:00 AM,2.26,930,02/15/2021 0930
2/15/2021,9:45:00 AM,2.25,945,02/15/2021 0945
2/15/2021,10:00:00 AM,2.25,1000,02/15/2021 1000
2/15/2021,10:15:00 AM,2.25,1015,02/15/2021 1015
2/15/2021,10:30:00 AM,2.26,1030,02/15/2021 1030
2/15/2021,10:45:00 AM,2.25,1045,02/15/2021 1045
2/15/2021,11:00:00 AM,2.26,1100,02/15/2021 1100
2/15/2021,11:15:00 AM,2.26,1115,02/15/2021 1115
2/15/2021,11:30:00 AM,2.26,1130,02/15/2021 1130
2/15/2021,11:45:00 AM,2.26,1145,02/15/2021 1145
2/15/2021,12:00:00 PM,2.26,1200,02/15/2021 1200
2/15/2021,12:15:00 PM,2.27,1215,02/15/2021 1215
2/15/2021,12:30:00 PM,2.27,1230,02/15/2021 1230
2/15/2021,12:45:00 PM,2.28,1245,02/15/2021 1245
2/15/2021,1:00:00 PM,2.28,1300,02/15/2021 1300
2/15/2021,1:15:00 PM,2.29,1315,02/15/2021 1315
2/15/2021,1:30:00 PM,2.29,1330,02/15/2021 1330
2/15/2021,1:45:00 PM,2.29,1345,02/15/2021 1345
2/15/2021,2:00:00 PM,2.28,1400,02/15/2021 1400
2/15/2021,2:15:00 PM,2.28,1415,02/15/2021 1415
2/15/2021,2:30:00 PM,2.29,1430,02/15/2021 1430
2/15/2021,2:45:00 PM,2.29,1445,02/15/2021 1445
2/15/2021,3:00:00 PM,2.3,1500,02/15/2021 1500
2/15/2021,3:15:00 PM,2.31,1515,02/15/2021 1515
2/15/2021,3:30:00 PM,2.32,1530,02/15/2021 1530
2/15/2021,3:45:00 PM,2.32,1545,02/15/2021 1545
2/15/2021,4:00:00 PM,2.34,1600,02/15/2021 1600
2/15/2021,4:15:00 PM,2.35,1615,02/15/2021 1615
2/15/2021,4:30:00 PM,2.35,1630,02/15/2021 1630
2/15/2021,4:45:00 PM,2.37,1645,02/15/2021 1645
2/15/2021,5:00:00 PM,2.38,1700,02/15/2021 1700
2/15/2021,5:15:00 PM,2.39,1715,02/15/2021 1715
2/15/2021,5:30:00 PM,2.4,1730,02/15/2021 1730
2/15/2021,5:45:00 PM,2.4,1745,02/15/2021 1745
2/15/2021,6:00:00 PM,2.41,1800,02/15/2021 1800
2/15/2021,6:15:00 PM,2.41,1815,02/15/2021 1815
2/15/2021,6:30:00 PM,2.41,1830,02/15/2021 1830
2/15/2021,6:45:00 PM,2.41,1845,02/15/2021 1845
2/15/2021,7:00:00 PM,2.42,1900,02/15/2021 1900
2/15/2021,7:15:00 PM,2.43,1915,02/15/2021 1915
2/15/2021,7:30:00 PM,2.44,1930,02/15/2021 1930
2/15/2021,7:45:00 PM,2.44,1945,02/15/2021 1945
2/15/2021,8:00:00 PM,2.44,2000,02/15/2021 2000
2/15/2021,8:15:00 PM,2.44,2015,02/15/2021 2015
2/15/2021,8:30:00 PM,2.45,2030,02/15/2021 2030
2/15/2021,8:45:00 PM,2.45,2045,02/15/2021 2045
2/15/2021,9:00:00 PM,2.45,2100,02/15/2021 2100
2/15/2021,9:15:00 PM,2.46,2115,02/15/2021 2115
2/15/2021,9:30:00 PM,2.46,2130,02/15/2021 2130
2/15/2021,9:45:00 PM,2.46,2145,02/15/2021 2145
2/15/2021,10:00:00 PM,2.46,2200,02/15/2021 2200
2/15/2021,10:15:00 PM,2.46,2215,02/15/2021 2215
2/15/2021,10:30:00 PM,2.46,2230,02/15/2021 2230
2/15/2021,10:45:00 PM,2.47,2245,02/15/2021 2245
2/15/2021,11:00:00 PM,2.47,2300,02/15/2021 2300
2/15/2021,11:15:00 PM,2.47,2315,02/15/2021 2315
2/15/2021,11:30:00 PM,2.47,2330,02/15/2021 2330
2/15/2021,11:45:00 PM,2.47,2345,02/15/2021 2345
2/16/2021,12:00:00 AM,2.47,0,02/16/2021 0000
2/16/2021,12:15:00 AM,2.47,15,02/16/2021 0015
2/16/2021,12:30:00 AM,2.47,30,02/16/2021 0030
2/16/2021,12:45:00 AM,2.47,45,02/16/2021 0045
2/16/2021,1:00:00 AM,2.47,100,02/16/2021 0100
2/16/2021,1:15:00 AM,2.47,115,02/16/2021 0115
2/16/2021,1:30:00 AM,2.47,130,02/16/2021 0130
2/16/2021,1:45:00 AM,2.47,145,02/16/2021 0145
2/16/2021,2:00:00 AM,2.47,200,02/16/2021 0200
2/16/2021,2:15:00 AM,2.47,215,02/16/2021 0215
2/16/2021,2:30:00 AM,2.46,230,02/16/2021 0230
2/16/2021,2:45:00 AM,2.46,245,02/16/2021 0245
2/16/2021,3:00:00 AM,2.46,300,02/16/2021 0300
2/16/2021,3:15:00 AM,2.46,315,02/16/2021 0315
2/16/2021,3:30:00 AM,2.45,330,02/16/2021 0330
2/16/2021,3:45:00 AM,2.45,345,02/16/2021 0345
2/16/2021,4:00:00 AM,2.45,400,02/16/2021 0400
2/16/2021,4:15:00 AM,2.45,415,02/16/2021 0415
2/16/2021,4:30:00 AM,2.45,430,02/16/2021 0430
2/16/2021,4:45:00 AM,2.45,445,02/16/2021 0445
2/16/2021,5:00:00 AM,2.44,500,02/16/2021 0500
2/16/2021,5:15:00 AM,2.44,515,02/16/2021 0515
2/16/2021,5:30:00 AM,2.43,530,02/16/2021 0530
2/16/2021,5:45:00 AM,2.43,545,02/16/2021 0545
2/16/2021,6:00:00 AM,2.44,600,02/16/2021 0600
2/16/2021,6:15:00 AM,2.44,615,02/16/2021 0615
2/16/2021,6:30:00 AM,2.43,630,02/16/2021 0630
2/16/2021,6:45:00 AM,2.43,645,02/16/2021 0645
2/16/2021,7:00:00 AM,2.43,700,02/16/2021 0700
2/16/2021,7:15:00 AM,2.42,715,02/16/2021 0715
2/16/2021,7:30:00 AM,2.43,730,02/16/2021 0730
2/16/2021,7:45:00 AM,2.43,745,02/16/2021 0745
2/16/2021,8:00:00 AM,2.43,800,02/16/2021 0800
2/16/2021,8:15:00 AM,2.43,815,02/16/2021 0815
2/16/2021,8:30:00 AM,2.43,830,02/16/2021 0830
2/16/2021,8:45:00 AM,2.43,845,02/16/2021 0845
2/16/2021,9:00:00 AM,2.43,900,02/16/2021 0900
2/16/2021,9:15:00 AM,2.43,915,02/16/2021 0915
2/16/2021,9:30:00 AM,2.43,930,02/16/2021 0930
2/16/2021,9:45:00 AM,2.43,945,02/16/2021 0945
2/16/2021,10:00:00 AM,2.44,1000,02/16/2021 1000
2/16/2021,10:15:00 AM,2.44,1015,02/16/2021 1015
2/16/2021,10:30:00 AM,2.44,1030,02/16/2021 1030
2/16/2021,10:45:00 AM,2.44,1045,02/16/2021 1045
2/16/2021,11:00:00 AM,2.45,1100,02/16/2021 1100
2/16/2021,11:15:00 AM,2.45,1115,02/16/2021 1115
2/16/2021,11:30:00 AM,2.45,1130,02/16/2021 1130
2/16/2021,11:45:00 AM,2.45,1145,02/16/2021 1145
2/16/2021,12:00:00 PM,2.45,1200,02/16/2021 1200
2/16/2021,12:15:00 PM,2.45,1215,02/16/2021 1215
2/16/2021,12:30:00 PM,2.46,1230,02/16/2021 1230
2/16/2021,12:45:00 PM,2.45,1245,02/16/2021 1245
2/16/2021,1:00:00 PM,2.46,1300,02/16/2021 1300
2/16/2021,1:15:00 PM,2.46,1315,02/16/2021 1315
2/16/2021,1:30:00 PM,2.46,1330,02/16/2021 1330
2/16/2021,1:45:00 PM,2.46,1345,02/16/2021 1345
2/16/2021,2:00:00 PM,2.46,1400,02/16/2021 1400
2/16/2021,2:15:00 PM,2.47,1415,02/16/2021 1415
2/16/2021,2:30:00 PM,2.47,1430,02/16/2021 1430
2/16/2021,2:45:00 PM,2.48,1445,02/16/2021 1445
2/16/2021,3:00:00 PM,2.49,1500,02/16/2021 1500
2/16/2021,3:15:00 PM,2.49,1515,02/16/2021 1515
2/16/2021,3:30:00 PM,2.5,1530,02/16/2021 1530
2/16/2021,3:45:00 PM,2.51,1545,02/16/2021 1545
2/16/2021,4:00:00 PM,2.52,1600,02/16/2021 1600
2/16/2021,4:15:00 PM,2.52,1615,02/16/2021 1615
2/16/2021,4:30:00 PM,2.54,1630,02/16/2021 1630
2/16/2021,4:45:00 PM,2.54,1645,02/16/2021 1645
2/16/2021,5:00:00 PM,2.55,1700,02/16/2021 1700
2/16/2021,5:15:00 PM,2.55,1715,02/16/2021 1715
2/16/2021,5:30:00 PM,2.55,1730,02/16/2021 1730
2/16/2021,5:45:00 PM,2.55,1745,02/16/2021 1745
2/16/2021,6:00:00 PM,2.55,1800,02/16/2021 1800
2/16/2021,6:15:00 PM,2.55,1815,02/16/2021 1815
2/16/2021,6:30:00 PM,2.54,1830,02/16/2021 1830
2/16/2021,6:45:00 PM,2.54,1845,02/16/2021 1845
2/16/2021,7:00:00 PM,2.55,1900,02/16/2021 1900
2/16/2021,7:15:00 PM,2.55,1915,02/16/2021 1915
2/16/2021,7:30:00 PM,2.55,1930,02/16/2021 1930
2/16/2021,7:45:00 PM,2.54,1945,02/16/2021 1945
2/16/2021,8:00:00 PM,2.54,2000,02/16/2021 2000
2/16/2021,8:15:00 PM,2.53,2015,02/16/2021 2015
2/16/2021,8:30:00 PM,2.54,2030,02/16/2021 2030
2/16/2021,8:45:00 PM,2.54,2045,02/16/2021 2045
2/16/2021,9:00:00 PM,2.53,2100,02/16/2021 2100
2/16/2021,9:15:00 PM,2.53,2115,02/16/2021 2115
2/16/2021,9:30:00 PM,2.54,2130,02/16/2021 2130
2/16/2021,9:45:00 PM,2.53,2145,02/16/2021 2145
2/16/2021,10:00:00 PM,2.54,2200,02/16/2021 2200
2/16/2021,10:15:00 PM,2.54,2215,02/16/2021 2215
2/16/2021,10:30:00 PM,2.53,2230,02/16/2021 2230
2/16/2021,10:45:00 PM,2.53,2245,02/16/2021 2245
2/16/2021,11:00:00 PM,2.53,2300,02/16/2021 2300
2/16/2021,11:15:00 PM,2.53,2315,02/16/2021 2315
2/16/2021,11:30:00 PM,2.53,2330,02/16/2021 2330
2/16/2021,11:45:00 PM,2.53,2345,02/16/2021 2345
2/17/2021,12:00:00 AM,2.53,0,02/17/2021 0000
2/17/2021,12:15:00 AM,2.52,15,02/17/2021 0015
2/17/2021,12:30:00 AM,2.52,30,02/17/2021 0030
2/17/2021,12:45:00 AM,2.53,45,02/17/2021 0045
2/17/2021,1:00:00 AM,2.53,100,02/17/2021 0100
2/17/2021,1:15:00 AM,2.52,115,02/17/2021 0115
2/17/2021,1:30:00 AM,2.52,130,02/17/2021 0130
2/17/2021,1:45:00 AM,2.51,145,02/17/2021 0145
2/17/2021,2:00:00 AM,2.51,200,02/17/2021 0200
2/17/2021,2:15:00 AM,2.52,215,02/17/2021 0215
2/17/2021,2:30:00 AM,2.53,230,02/17/2021 0230
2/17/2021,2:45:00 AM,2.52,245,02/17/2021 0245
2/17/2021,3:00:00 AM,2.52,300,02/17/2021 0300
2/17/2021,3:15:00 AM,2.52,315,02/17/2021 0315
2/17/2021,3:30:00 AM,2.52,330,02/17/2021 0330
2/17/2021,3:45:00 AM,2.52,345,02/17/2021 0345
2/17/2021,4:00:00 AM,2.53,400,02/17/2021 0400
2/17/2021,4:15:00 AM,2.53,415,02/17/2021 0415
2/17/2021,4:30:00 AM,2.53,430,02/17/2021 0430
2/17/2021,4:45:00 AM,2.52,445,02/17/2021 0445
2/17/2021,5:00:00 AM,2.52,500,02/17/2021 0500
2/17/2021,5:15:00 AM,2.51,515,02/17/2021 0515
2/17/2021,5:30:00 AM,2.52,530,02/17/2021 0530
2/17/2021,5:45:00 AM,2.52,545,02/17/2021 0545
2/17/2021,6:00:00 AM,2.52,600,02/17/2021 0600
2/17/2021,6:15:00 AM,2.52,615,02/17/2021 0615
2/17/2021,6:30:00 AM,2.52,630,02/17/2021 0630
2/17/2021,6:45:00 AM,2.51,645,02/17/2021 0645
2/17/2021,7:00:00 AM,2.51,700,02/17/2021 0700
2/17/2021,7:15:00 AM,2.52,715,02/17/2021 0715
2/17/2021,7:30:00 AM,2.52,730,02/17/2021 0730
2/17/2021,7:45:00 AM,2.51,745,02/17/2021 0745
2/17/2021,8:00:00 AM,2.51,800,02/17/2021 0800
2/17/2021,8:15:00 AM,2.51,815,02/17/2021 0815
2/17/2021,8:30:00 AM,2.51,830,02/17/2021 0830
2/17/2021,8:45:00 AM,2.51,845,02/17/2021 0845
2/17/2021,9:00:00 AM,2.51,900,02/17/2021 0900
2/17/2021,9:15:00 AM,2.51,915,02/17/2021 0915
