agency_cd	site_no	datetime	tz_cd	Height	219428_00065_cd
USGS	12213100	5/4/2022 12:30	PDT	5.97	A
USGS	12213100	5/4/2022 12:45	PDT	5.97	A
USGS	12213100	5/4/2022 13:00	PDT	5.97	A
USGS	12213100	5/4/2022 13:15	PDT	5.97	A
USGS	12213100	5/4/2022 13:30	PDT	5.97	A
USGS	12213100	5/4/2022 13:45	PDT	5.98	A
USGS	12213100	5/4/2022 14:00	PDT	5.98	A
USGS	12213100	5/4/2022 14:15	PDT	5.98	A
USGS	12213100	5/4/2022 14:30	PDT	5.98	A
USGS	12213100	5/4/2022 14:45	PDT	5.99	A
USGS	12213100	5/4/2022 15:00	PDT	5.99	A
USGS	12213100	5/4/2022 15:15	PDT	5.99	A
USGS	12213100	5/4/2022 15:30	PDT	5.98	A
USGS	12213100	5/4/2022 15:45	PDT	5.99	A
USGS	12213100	5/4/2022 16:00	PDT	5.98	A
USGS	12213100	5/4/2022 16:15	PDT	5.99	A
USGS	12213100	5/4/2022 16:30	PDT	5.99	A
USGS	12213100	5/4/2022 16:45	PDT	5.98	A
USGS	12213100	5/4/2022 17:00	PDT	5.99	A
USGS	12213100	5/4/2022 17:15	PDT	5.99	A
USGS	12213100	5/4/2022 17:30	PDT	5.99	A
USGS	12213100	5/4/2022 17:45	PDT	5.99	A
USGS	12213100	5/4/2022 18:00	PDT	5.99	A
USGS	12213100	5/4/2022 18:15	PDT	5.99	A
USGS	12213100	5/4/2022 18:30	PDT	5.99	A
USGS	12213100	5/4/2022 18:45	PDT	5.99	A
USGS	12213100	5/4/2022 19:00	PDT	5.99	A
USGS	12213100	5/4/2022 19:15	PDT	5.99	A
USGS	12213100	5/4/2022 19:30	PDT	5.98	A
USGS	12213100	5/4/2022 19:45	PDT	5.99	A
USGS	12213100	5/4/2022 20:00	PDT	5.98	A
USGS	12213100	5/4/2022 20:15	PDT	5.99	A
USGS	12213100	5/4/2022 20:30	PDT	5.99	A
USGS	12213100	5/4/2022 20:45	PDT	5.99	A
USGS	12213100	5/4/2022 21:00	PDT	5.99	A
USGS	12213100	5/4/2022 21:15	PDT	5.98	A
USGS	12213100	5/4/2022 21:30	PDT	5.98	A
USGS	12213100	5/4/2022 21:45	PDT	5.99	A
USGS	12213100	5/4/2022 22:00	PDT	5.98	A
USGS	12213100	5/4/2022 22:15	PDT	5.99	A
USGS	12213100	5/4/2022 22:30	PDT	5.99	A
USGS	12213100	5/4/2022 22:45	PDT	5.99	A
USGS	12213100	5/4/2022 23:00	PDT	5.99	A
USGS	12213100	5/4/2022 23:15	PDT	5.99	A
USGS	12213100	5/4/2022 23:30	PDT	6	A
USGS	12213100	5/4/2022 23:45	PDT	6	A
USGS	12213100	5/5/2022 0:00	PDT	5.99	A
USGS	12213100	5/5/2022 0:15	PDT	6	A
USGS	12213100	5/5/2022 0:30	PDT	6	A
USGS	12213100	5/5/2022 0:45	PDT	6	A
USGS	12213100	5/5/2022 1:00	PDT	5.99	A
USGS	12213100	5/5/2022 1:15	PDT	5.99	A
USGS	12213100	5/5/2022 1:30	PDT	6	A
USGS	12213100	5/5/2022 1:45	PDT	6	A
USGS	12213100	5/5/2022 2:00	PDT	6.01	A
USGS	12213100	5/5/2022 2:15	PDT	6.01	A
USGS	12213100	5/5/2022 2:30	PDT	6.01	A
USGS	12213100	5/5/2022 2:45	PDT	6.02	A
USGS	12213100	5/5/2022 3:00	PDT	6.02	A
USGS	12213100	5/5/2022 3:15	PDT	6.03	A
USGS	12213100	5/5/2022 3:30	PDT	6.04	A
USGS	12213100	5/5/2022 3:45	PDT	6.04	A
USGS	12213100	5/5/2022 4:00	PDT	6.05	A
USGS	12213100	5/5/2022 4:15	PDT	6.05	A
USGS	12213100	5/5/2022 4:30	PDT	6.07	A
USGS	12213100	5/5/2022 4:45	PDT	6.08	A
USGS	12213100	5/5/2022 5:00	PDT	6.09	A
USGS	12213100	5/5/2022 5:15	PDT	6.1	A
USGS	12213100	5/5/2022 5:30	PDT	6.12	A
USGS	12213100	5/5/2022 5:45	PDT	6.13	A
USGS	12213100	5/5/2022 6:00	PDT	6.15	A
USGS	12213100	5/5/2022 6:15	PDT	6.17	A
USGS	12213100	5/5/2022 6:30	PDT	6.18	A
USGS	12213100	5/5/2022 6:45	PDT	6.2	A
USGS	12213100	5/5/2022 7:00	PDT	6.22	A
USGS	12213100	5/5/2022 7:15	PDT	6.23	A
USGS	12213100	5/5/2022 7:30	PDT	6.26	A
USGS	12213100	5/5/2022 7:45	PDT	6.28	A
USGS	12213100	5/5/2022 8:00	PDT	6.3	A
USGS	12213100	5/5/2022 8:15	PDT	6.33	A
USGS	12213100	5/5/2022 8:30	PDT	6.35	A
USGS	12213100	5/5/2022 8:45	PDT	6.38	A
USGS	12213100	5/5/2022 9:00	PDT	6.4	A
USGS	12213100	5/5/2022 9:15	PDT	6.42	A
USGS	12213100	5/5/2022 9:30	PDT	6.45	A
USGS	12213100	5/5/2022 9:45	PDT	6.46	A
USGS	12213100	5/5/2022 10:00	PDT	6.49	A
USGS	12213100	5/5/2022 10:15	PDT	6.52	A
USGS	12213100	5/5/2022 10:30	PDT	6.55	A
USGS	12213100	5/5/2022 10:45	PDT	6.57	A
USGS	12213100	5/5/2022 11:00	PDT	6.6	A
USGS	12213100	5/5/2022 11:15	PDT	6.64	A
USGS	12213100	5/5/2022 11:30	PDT	6.67	A
USGS	12213100	5/5/2022 11:45	PDT	6.72	A
USGS	12213100	5/5/2022 12:00	PDT	6.76	A
USGS	12213100	5/5/2022 12:15	PDT	6.79	A
USGS	12213100	5/5/2022 12:30	PDT	6.83	A
USGS	12213100	5/5/2022 12:45	PDT	6.88	A
USGS	12213100	5/5/2022 13:00	PDT	6.93	A
USGS	12213100	5/5/2022 13:15	PDT	6.99	A
USGS	12213100	5/5/2022 13:30	PDT	7.05	A
USGS	12213100	5/5/2022 13:45	PDT	7.1	A
USGS	12213100	5/5/2022 14:00	PDT	7.18	A
USGS	12213100	5/5/2022 14:15	PDT	7.24	A
USGS	12213100	5/5/2022 14:30	PDT	7.31	A
USGS	12213100	5/5/2022 14:45	PDT	7.39	A
USGS	12213100	5/5/2022 15:00	PDT	7.45	A
USGS	12213100	5/5/2022 15:15	PDT	7.52	A
USGS	12213100	5/5/2022 15:30	PDT	7.59	A
USGS	12213100	5/5/2022 15:45	PDT	7.65	A
USGS	12213100	5/5/2022 16:00	PDT	7.72	A
USGS	12213100	5/5/2022 16:15	PDT	7.77	A
USGS	12213100	5/5/2022 16:30	PDT	7.85	A
USGS	12213100	5/5/2022 16:45	PDT	7.93	A
USGS	12213100	5/5/2022 17:00	PDT	7.97	A
USGS	12213100	5/5/2022 17:15	PDT	8.03	A
USGS	12213100	5/5/2022 17:30	PDT	8.08	A
USGS	12213100	5/5/2022 17:45	PDT	8.14	A
USGS	12213100	5/5/2022 18:00	PDT	8.2	A
USGS	12213100	5/5/2022 18:15	PDT	8.24	A
USGS	12213100	5/5/2022 18:30	PDT	8.28	A
USGS	12213100	5/5/2022 18:45	PDT	8.35	A
USGS	12213100	5/5/2022 19:00	PDT	8.4	A
USGS	12213100	5/5/2022 19:15	PDT	8.43	A
USGS	12213100	5/5/2022 19:30	PDT	8.48	A
USGS	12213100	5/5/2022 19:45	PDT	8.53	A
USGS	12213100	5/5/2022 20:00	PDT	8.57	A
USGS	12213100	5/5/2022 20:15	PDT	8.6	A
USGS	12213100	5/5/2022 20:30	PDT	8.65	A
USGS	12213100	5/5/2022 20:45	PDT	8.69	A
USGS	12213100	5/5/2022 21:00	PDT	8.71	A
USGS	12213100	5/5/2022 21:15	PDT	8.76	A
USGS	12213100	5/5/2022 21:30	PDT	8.8	A
USGS	12213100	5/5/2022 21:45	PDT	8.82	A
USGS	12213100	5/5/2022 22:00	PDT	8.85	A
USGS	12213100	5/5/2022 22:15	PDT	8.9	A
USGS	12213100	5/5/2022 22:30	PDT	8.94	A
USGS	12213100	5/5/2022 22:45	PDT	8.97	A
USGS	12213100	5/5/2022 23:00	PDT	9	A
USGS	12213100	5/5/2022 23:15	PDT	9.03	A
USGS	12213100	5/5/2022 23:30	PDT	9.08	A
USGS	12213100	5/5/2022 23:45	PDT	9.11	A
USGS	12213100	5/6/2022 0:00	PDT	9.13	A
USGS	12213100	5/6/2022 0:15	PDT	9.16	A
USGS	12213100	5/6/2022 0:30	PDT	9.2	A
USGS	12213100	5/6/2022 0:45	PDT	9.19	A
USGS	12213100	5/6/2022 1:00	PDT	9.23	A
USGS	12213100	5/6/2022 1:15	PDT	9.24	A
USGS	12213100	5/6/2022 1:30	PDT	9.26	A
USGS	12213100	5/6/2022 1:45	PDT	9.27	A
USGS	12213100	5/6/2022 2:00	PDT	9.27	A
USGS	12213100	5/6/2022 2:15	PDT	9.28	A
USGS	12213100	5/6/2022 2:30	PDT	9.3	A
USGS	12213100	5/6/2022 2:45	PDT	9.32	A
USGS	12213100	5/6/2022 3:00	PDT	9.31	A
USGS	12213100	5/6/2022 3:15	PDT	9.31	A
USGS	12213100	5/6/2022 3:30	PDT	9.33	A
USGS	12213100	5/6/2022 3:45	PDT	9.33	A
USGS	12213100	5/6/2022 4:00	PDT	9.33	A
USGS	12213100	5/6/2022 4:15	PDT	9.34	A
USGS	12213100	5/6/2022 4:30	PDT	9.34	A
USGS	12213100	5/6/2022 4:45	PDT	9.33	A
USGS	12213100	5/6/2022 5:00	PDT	9.35	A
USGS	12213100	5/6/2022 5:15	PDT	9.36	A
USGS	12213100	5/6/2022 5:30	PDT	9.36	A
USGS	12213100	5/6/2022 5:45	PDT	9.34	A
USGS	12213100	5/6/2022 6:00	PDT	9.35	A
USGS	12213100	5/6/2022 6:15	PDT	9.37	A
USGS	12213100	5/6/2022 6:30	PDT	9.35	A
USGS	12213100	5/6/2022 6:45	PDT	9.35	A
USGS	12213100	5/6/2022 7:00	PDT	9.36	A
USGS	12213100	5/6/2022 7:15	PDT	9.36	A
USGS	12213100	5/6/2022 7:30	PDT	9.35	A
USGS	12213100	5/6/2022 7:45	PDT	9.35	A
USGS	12213100	5/6/2022 8:00	PDT	9.36	A
USGS	12213100	5/6/2022 8:15	PDT	9.36	A
USGS	12213100	5/6/2022 8:30	PDT	9.35	A
USGS	12213100	5/6/2022 8:45	PDT	9.34	A
USGS	12213100	5/6/2022 9:00	PDT	9.34	A
USGS	12213100	5/6/2022 9:15	PDT	9.33	A
USGS	12213100	5/6/2022 9:30	PDT	9.31	A
USGS	12213100	5/6/2022 9:45	PDT	9.29	A
USGS	12213100	5/6/2022 10:00	PDT	9.29	A
USGS	12213100	5/6/2022 10:15	PDT	9.28	A
USGS	12213100	5/6/2022 10:30	PDT	9.27	A
USGS	12213100	5/6/2022 10:45	PDT	9.24	A
USGS	12213100	5/6/2022 11:00	PDT	9.22	A
USGS	12213100	5/6/2022 11:15	PDT	9.23	A
USGS	12213100	5/6/2022 11:30	PDT	9.22	A
USGS	12213100	5/6/2022 11:45	PDT	9.2	A
USGS	12213100	5/6/2022 12:00	PDT	9.17	A
USGS	12213100	5/6/2022 12:15	PDT	9.17	A
USGS	12213100	5/6/2022 12:30	PDT	9.14	A
USGS	12213100	5/6/2022 12:45	PDT	9.1	A
USGS	12213100	5/6/2022 13:00	PDT	9.09	A
USGS	12213100	5/6/2022 13:15	PDT	9.07	A
USGS	12213100	5/6/2022 13:30	PDT	9.05	A
USGS	12213100	5/6/2022 13:45	PDT	9.02	A
USGS	12213100	5/6/2022 14:00	PDT	9	A
USGS	12213100	5/6/2022 14:15	PDT	8.99	A
USGS	12213100	5/6/2022 14:30	PDT	8.95	A
USGS	12213100	5/6/2022 14:45	PDT	8.94	A
USGS	12213100	5/6/2022 15:00	PDT	8.91	A
USGS	12213100	5/6/2022 15:15	PDT	8.89	A
USGS	12213100	5/6/2022 15:30	PDT	8.89	A
USGS	12213100	5/6/2022 15:45	PDT	8.84	A
USGS	12213100	5/6/2022 16:00	PDT	8.8	A
USGS	12213100	5/6/2022 16:15	PDT	8.8	A
USGS	12213100	5/6/2022 16:30	PDT	8.79	A
USGS	12213100	5/6/2022 16:45	PDT	8.76	A
USGS	12213100	5/6/2022 17:00	PDT	8.74	A
USGS	12213100	5/6/2022 17:15	PDT	8.71	A
USGS	12213100	5/6/2022 17:30	PDT	8.69	A
USGS	12213100	5/6/2022 17:45	PDT	8.65	A
USGS	12213100	5/6/2022 18:00	PDT	8.63	A
USGS	12213100	5/6/2022 18:15	PDT	8.61	A
USGS	12213100	5/6/2022 18:30	PDT	8.6	A
USGS	12213100	5/6/2022 18:45	PDT	8.58	A
USGS	12213100	5/6/2022 19:00	PDT	8.54	A
USGS	12213100	5/6/2022 19:15	PDT	8.51	A
USGS	12213100	5/6/2022 19:30	PDT	8.5	A
USGS	12213100	5/6/2022 19:45	PDT	8.46	A
USGS	12213100	5/6/2022 20:00	PDT	8.45	A
USGS	12213100	5/6/2022 20:15	PDT	8.44	A
USGS	12213100	5/6/2022 20:30	PDT	8.4	A
USGS	12213100	5/6/2022 20:45	PDT	8.41	A
USGS	12213100	5/6/2022 21:00	PDT	8.38	A
USGS	12213100	5/6/2022 21:15	PDT	8.36	A
USGS	12213100	5/6/2022 21:30	PDT	8.35	A
USGS	12213100	5/6/2022 21:45	PDT	8.32	A
USGS	12213100	5/6/2022 22:00	PDT	8.31	A
USGS	12213100	5/6/2022 22:15	PDT	8.3	A
USGS	12213100	5/6/2022 22:30	PDT	8.28	A
USGS	12213100	5/6/2022 22:45	PDT	8.28	A
USGS	12213100	5/6/2022 23:00	PDT	8.25	A
USGS	12213100	5/6/2022 23:15	PDT	8.23	A
USGS	12213100	5/6/2022 23:30	PDT	8.21	A
USGS	12213100	5/6/2022 23:45	PDT	8.19	A
USGS	12213100	5/7/2022 0:00	PDT	8.19	A
USGS	12213100	5/7/2022 0:15	PDT	8.17	A
USGS	12213100	5/7/2022 0:30	PDT	8.15	A
USGS	12213100	5/7/2022 0:45	PDT	8.13	A
USGS	12213100	5/7/2022 1:00	PDT	8.12	A
USGS	12213100	5/7/2022 1:15	PDT	8.13	A
USGS	12213100	5/7/2022 1:30	PDT	8.1	A
USGS	12213100	5/7/2022 1:45	PDT	8.08	A
USGS	12213100	5/7/2022 2:00	PDT	8.07	A
USGS	12213100	5/7/2022 2:15	PDT	8.05	A
USGS	12213100	5/7/2022 2:30	PDT	8.04	A
USGS	12213100	5/7/2022 2:45	PDT	8.02	A
USGS	12213100	5/7/2022 3:00	PDT	8	A
USGS	12213100	5/7/2022 3:15	PDT	7.99	A
USGS	12213100	5/7/2022 3:30	PDT	7.98	A
USGS	12213100	5/7/2022 3:45	PDT	7.97	A
USGS	12213100	5/7/2022 4:00	PDT	7.96	A
USGS	12213100	5/7/2022 4:15	PDT	7.93	A
USGS	12213100	5/7/2022 4:30	PDT	7.92	A
USGS	12213100	5/7/2022 4:45	PDT	7.91	A
USGS	12213100	5/7/2022 5:00	PDT	7.9	A
USGS	12213100	5/7/2022 5:15	PDT	7.88	A
USGS	12213100	5/7/2022 5:30	PDT	7.87	A
USGS	12213100	5/7/2022 5:45	PDT	7.86	A
USGS	12213100	5/7/2022 6:00	PDT	7.86	A
USGS	12213100	5/7/2022 6:15	PDT	7.85	A
USGS	12213100	5/7/2022 6:30	PDT	7.84	A
USGS	12213100	5/7/2022 6:45	PDT	7.83	A
USGS	12213100	5/7/2022 7:00	PDT	7.82	A
USGS	12213100	5/7/2022 7:15	PDT	7.81	A
USGS	12213100	5/7/2022 7:30	PDT	7.81	A
USGS	12213100	5/7/2022 7:45	PDT	7.78	A
USGS	12213100	5/7/2022 8:00	PDT	7.78	A
USGS	12213100	5/7/2022 8:15	PDT	7.76	A
USGS	12213100	5/7/2022 8:30	PDT	7.75	A
USGS	12213100	5/7/2022 8:45	PDT	7.74	A
USGS	12213100	5/7/2022 9:00	PDT	7.74	A
USGS	12213100	5/7/2022 9:15	PDT	7.73	A
USGS	12213100	5/7/2022 9:30	PDT	7.73	A
USGS	12213100	5/7/2022 9:45	PDT	7.71	A
USGS	12213100	5/7/2022 10:00	PDT	7.7	A
USGS	12213100	5/7/2022 10:15	PDT	7.71	A
USGS	12213100	5/7/2022 10:30	PDT	7.68	A
USGS	12213100	5/7/2022 10:45	PDT	7.68	A
USGS	12213100	5/7/2022 11:00	PDT	7.66	A
USGS	12213100	5/7/2022 11:15	PDT	7.66	A
USGS	12213100	5/7/2022 11:30	PDT	7.65	A
USGS	12213100	5/7/2022 11:45	PDT	7.65	A
USGS	12213100	5/7/2022 12:00	PDT	7.64	A
USGS	12213100	5/7/2022 12:15	PDT	7.63	A
USGS	12213100	5/7/2022 12:30	PDT	7.63	A
USGS	12213100	5/7/2022 12:45	PDT	7.62	A
USGS	12213100	5/7/2022 13:00	PDT	7.61	A
USGS	12213100	5/7/2022 13:15	PDT	7.61	A
USGS	12213100	5/7/2022 13:30	PDT	7.59	A
USGS	12213100	5/7/2022 13:45	PDT	7.59	A
USGS	12213100	5/7/2022 14:00	PDT	7.59	A
USGS	12213100	5/7/2022 14:15	PDT	7.57	A
USGS	12213100	5/7/2022 14:30	PDT	7.55	A
USGS	12213100	5/7/2022 14:45	PDT	7.55	A
USGS	12213100	5/7/2022 15:00	PDT	7.55	A
USGS	12213100	5/7/2022 15:15	PDT	7.53	A
USGS	12213100	5/7/2022 15:30	PDT	7.52	A
USGS	12213100	5/7/2022 15:45	PDT	7.53	A
USGS	12213100	5/7/2022 16:00	PDT	7.52	A
USGS	12213100	5/7/2022 16:15	PDT	7.5	A
USGS	12213100	5/7/2022 16:30	PDT	7.48	A
USGS	12213100	5/7/2022 16:45	PDT	7.46	A
USGS	12213100	5/7/2022 17:00	PDT	7.48	A
USGS	12213100	5/7/2022 17:15	PDT	7.47	A
USGS	12213100	5/7/2022 17:30	PDT	7.45	A
USGS	12213100	5/7/2022 17:45	PDT	7.46	A
USGS	12213100	5/7/2022 18:00	PDT	7.46	A
USGS	12213100	5/7/2022 18:15	PDT	7.44	A
USGS	12213100	5/7/2022 18:30	PDT	7.43	A
USGS	12213100	5/7/2022 18:45	PDT	7.42	A
USGS	12213100	5/7/2022 19:00	PDT	7.4	A
USGS	12213100	5/7/2022 19:15	PDT	7.4	A
USGS	12213100	5/7/2022 19:30	PDT	7.4	A
USGS	12213100	5/7/2022 19:45	PDT	7.38	A
USGS	12213100	5/7/2022 20:00	PDT	7.38	A
USGS	12213100	5/7/2022 20:15	PDT	7.36	A
USGS	12213100	5/7/2022 20:30	PDT	7.35	A
USGS	12213100	5/7/2022 20:45	PDT	7.34	A
USGS	12213100	5/7/2022 21:00	PDT	7.33	A
USGS	12213100	5/7/2022 21:15	PDT	7.33	A
USGS	12213100	5/7/2022 21:30	PDT	7.32	A
USGS	12213100	5/7/2022 21:45	PDT	7.32	A
USGS	12213100	5/7/2022 22:00	PDT	7.3	A
USGS	12213100	5/7/2022 22:15	PDT	7.3	A
USGS	12213100	5/7/2022 22:30	PDT	7.29	A
USGS	12213100	5/7/2022 22:45	PDT	7.29	A
USGS	12213100	5/7/2022 23:00	PDT	7.28	A
USGS	12213100	5/7/2022 23:15	PDT	7.27	A
USGS	12213100	5/7/2022 23:30	PDT	7.26	A
USGS	12213100	5/7/2022 23:45	PDT	7.26	A
USGS	12213100	5/8/2022 0:00	PDT	7.24	A
USGS	12213100	5/8/2022 0:15	PDT	7.22	A
USGS	12213100	5/8/2022 0:30	PDT	7.23	A
USGS	12213100	5/8/2022 0:45	PDT	7.22	A
USGS	12213100	5/8/2022 1:00	PDT	7.21	A
USGS	12213100	5/8/2022 1:15	PDT	7.21	A
USGS	12213100	5/8/2022 1:30	PDT	7.2	A
USGS	12213100	5/8/2022 1:45	PDT	7.2	A
USGS	12213100	5/8/2022 2:00	PDT	7.18	A
USGS	12213100	5/8/2022 2:15	PDT	7.18	A
USGS	12213100	5/8/2022 2:30	PDT	7.16	A
USGS	12213100	5/8/2022 2:45	PDT	7.15	A
USGS	12213100	5/8/2022 3:00	PDT	7.16	A
USGS	12213100	5/8/2022 3:15	PDT	7.15	A
USGS	12213100	5/8/2022 3:30	PDT	7.12	A
USGS	12213100	5/8/2022 3:45	PDT	7.11	A
USGS	12213100	5/8/2022 4:00	PDT	7.11	A
USGS	12213100	5/8/2022 4:15	PDT	7.1	A
USGS	12213100	5/8/2022 4:30	PDT	7.09	A
USGS	12213100	5/8/2022 4:45	PDT	7.1	A
USGS	12213100	5/8/2022 5:00	PDT	7.07	A
USGS	12213100	5/8/2022 5:15	PDT	7.07	A
USGS	12213100	5/8/2022 5:30	PDT	7.06	A
USGS	12213100	5/8/2022 5:45	PDT	7.05	A
USGS	12213100	5/8/2022 6:00	PDT	7.04	A
USGS	12213100	5/8/2022 6:15	PDT	7.04	A
USGS	12213100	5/8/2022 6:30	PDT	7.04	A
USGS	12213100	5/8/2022 6:45	PDT	7.02	A
USGS	12213100	5/8/2022 7:00	PDT	7.03	A
USGS	12213100	5/8/2022 7:15	PDT	7.02	A
USGS	12213100	5/8/2022 7:30	PDT	7.01	A
USGS	12213100	5/8/2022 7:45	PDT	7	A
USGS	12213100	5/8/2022 8:00	PDT	6.99	A
USGS	12213100	5/8/2022 8:15	PDT	6.99	A
USGS	12213100	5/8/2022 8:30	PDT	6.97	A
USGS	12213100	5/8/2022 8:45	PDT	6.98	A
USGS	12213100	5/8/2022 9:00	PDT	6.97	A
USGS	12213100	5/8/2022 9:15	PDT	6.96	A
USGS	12213100	5/8/2022 9:30	PDT	6.95	A
USGS	12213100	5/8/2022 9:45	PDT	6.95	A
USGS	12213100	5/8/2022 10:00	PDT	6.95	A
USGS	12213100	5/8/2022 10:15	PDT	6.94	A
USGS	12213100	5/8/2022 10:30	PDT	6.94	A
USGS	12213100	5/8/2022 10:45	PDT	6.93	A
USGS	12213100	5/8/2022 11:00	PDT	6.93	A
USGS	12213100	5/8/2022 11:15	PDT	6.91	A
USGS	12213100	5/8/2022 11:30	PDT	6.91	A
USGS	12213100	5/8/2022 11:45	PDT	6.9	A
USGS	12213100	5/8/2022 12:00	PDT	6.91	A
USGS	12213100	5/8/2022 12:15	PDT	6.9	A
USGS	12213100	5/8/2022 12:30	PDT	6.9	A
USGS	12213100	5/8/2022 12:45	PDT	6.88	A
USGS	12213100	5/8/2022 13:00	PDT	6.88	A
USGS	12213100	5/8/2022 13:15	PDT	6.88	A
USGS	12213100	5/8/2022 13:30	PDT	6.87	A
USGS	12213100	5/8/2022 13:45	PDT	6.86	A
USGS	12213100	5/8/2022 14:00	PDT	6.85	A
USGS	12213100	5/8/2022 14:15	PDT	6.85	A
USGS	12213100	5/8/2022 14:30	PDT	6.84	A
USGS	12213100	5/8/2022 14:45	PDT	6.85	A
USGS	12213100	5/8/2022 15:00	PDT	6.83	A
USGS	12213100	5/8/2022 15:15	PDT	6.83	A
USGS	12213100	5/8/2022 15:30	PDT	6.82	A
USGS	12213100	5/8/2022 15:45	PDT	6.81	A
USGS	12213100	5/8/2022 16:00	PDT	6.8	A
USGS	12213100	5/8/2022 16:15	PDT	6.81	A
USGS	12213100	5/8/2022 16:30	PDT	6.8	A
USGS	12213100	5/8/2022 16:45	PDT	6.79	A
USGS	12213100	5/8/2022 17:00	PDT	6.79	A
USGS	12213100	5/8/2022 17:15	PDT	6.79	A
USGS	12213100	5/8/2022 17:30	PDT	6.78	A
USGS	12213100	5/8/2022 17:45	PDT	6.78	A
USGS	12213100	5/8/2022 18:00	PDT	6.77	A
USGS	12213100	5/8/2022 18:15	PDT	6.77	A
USGS	12213100	5/8/2022 18:30	PDT	6.76	A
USGS	12213100	5/8/2022 18:45	PDT	6.76	A
USGS	12213100	5/8/2022 19:00	PDT	6.76	A
USGS	12213100	5/8/2022 19:15	PDT	6.75	A
USGS	12213100	5/8/2022 19:30	PDT	6.73	A
USGS	12213100	5/8/2022 19:45	PDT	6.73	A
USGS	12213100	5/8/2022 20:00	PDT	6.72	A
USGS	12213100	5/8/2022 20:15	PDT	6.72	A
USGS	12213100	5/8/2022 20:30	PDT	6.72	A
USGS	12213100	5/8/2022 20:45	PDT	6.7	A
USGS	12213100	5/8/2022 21:00	PDT	6.7	A
USGS	12213100	5/8/2022 21:15	PDT	6.7	A
USGS	12213100	5/8/2022 21:30	PDT	6.68	A
USGS	12213100	5/8/2022 21:45	PDT	6.67	A
USGS	12213100	5/8/2022 22:00	PDT	6.68	A
USGS	12213100	5/8/2022 22:15	PDT	6.68	A
USGS	12213100	5/8/2022 22:30	PDT	6.67	A
USGS	12213100	5/8/2022 22:45	PDT	6.66	A
USGS	12213100	5/8/2022 23:00	PDT	6.66	A
USGS	12213100	5/8/2022 23:15	PDT	6.64	A
USGS	12213100	5/8/2022 23:30	PDT	6.65	A
USGS	12213100	5/8/2022 23:45	PDT	6.64	A
USGS	12213100	5/9/2022 0:00	PDT	6.65	A
USGS	12213100	5/9/2022 0:15	PDT	6.64	A
USGS	12213100	5/9/2022 0:30	PDT	6.63	A
USGS	12213100	5/9/2022 0:45	PDT	6.63	A
USGS	12213100	5/9/2022 1:00	PDT	6.62	A
USGS	12213100	5/9/2022 1:15	PDT	6.62	A
USGS	12213100	5/9/2022 1:30	PDT	6.63	A
USGS	12213100	5/9/2022 1:45	PDT	6.61	A
USGS	12213100	5/9/2022 2:00	PDT	6.61	A
USGS	12213100	5/9/2022 2:15	PDT	6.61	A
USGS	12213100	5/9/2022 2:30	PDT	6.61	A
USGS	12213100	5/9/2022 2:45	PDT	6.61	A
USGS	12213100	5/9/2022 3:00	PDT	6.61	A
USGS	12213100	5/9/2022 3:15	PDT	6.59	A
USGS	12213100	5/9/2022 3:30	PDT	6.59	A
USGS	12213100	5/9/2022 3:45	PDT	6.59	A
USGS	12213100	5/9/2022 4:00	PDT	6.58	A
USGS	12213100	5/9/2022 4:15	PDT	6.58	A
USGS	12213100	5/9/2022 4:30	PDT	6.57	A
USGS	12213100	5/9/2022 4:45	PDT	6.56	A
USGS	12213100	5/9/2022 5:00	PDT	6.56	A
USGS	12213100	5/9/2022 5:15	PDT	6.55	A
USGS	12213100	5/9/2022 5:30	PDT	6.54	A
USGS	12213100	5/9/2022 5:45	PDT	6.54	A
USGS	12213100	5/9/2022 6:00	PDT	6.53	A
USGS	12213100	5/9/2022 6:15	PDT	6.53	A
USGS	12213100	5/9/2022 6:30	PDT	6.53	A
USGS	12213100	5/9/2022 6:45	PDT	6.52	A
USGS	12213100	5/9/2022 7:00	PDT	6.51	A
USGS	12213100	5/9/2022 7:15	PDT	6.5	A
USGS	12213100	5/9/2022 7:30	PDT	6.5	A
USGS	12213100	5/9/2022 7:45	PDT	6.51	A
USGS	12213100	5/9/2022 8:00	PDT	6.49	A
USGS	12213100	5/9/2022 8:15	PDT	6.49	A
USGS	12213100	5/9/2022 8:30	PDT	6.49	A
USGS	12213100	5/9/2022 8:45	PDT	6.48	A
USGS	12213100	5/9/2022 9:00	PDT	6.48	A
USGS	12213100	5/9/2022 9:15	PDT	6.47	A
USGS	12213100	5/9/2022 9:30	PDT	6.47	A
USGS	12213100	5/9/2022 9:45	PDT	6.46	A
USGS	12213100	5/9/2022 10:00	PDT	6.46	A
USGS	12213100	5/9/2022 10:15	PDT	6.46	A
USGS	12213100	5/9/2022 10:30	PDT	6.46	A
USGS	12213100	5/9/2022 10:45	PDT	6.45	A
USGS	12213100	5/9/2022 11:00	PDT	6.44	A
USGS	12213100	5/9/2022 11:15	PDT	6.44	A
USGS	12213100	5/9/2022 11:30	PDT	6.43	A
USGS	12213100	5/9/2022 11:45	PDT	6.42	A
USGS	12213100	5/9/2022 12:00	PDT	6.42	A
USGS	12213100	5/9/2022 12:15	PDT	6.42	A
USGS	12213100	5/9/2022 12:30	PDT	6.41	A
USGS	12213100	5/9/2022 12:45	PDT	6.41	A
